Name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,Known_Allergen
1XE11A,3.104,0,3.104,10.088,3.104,13.191,4.656,11.64,11.64,3.104,1.552,1.552,1.552,0.776,3.88,3.88,1.552,10.864,0,0.776,0.204,0.49,0.817,0.981,0.04,0.35,0.621,0.755,0.823,0.993,0.016,0.47,0,0.558,1.043,0.813,0.006,0.136,0.106,0.272,0.006,0.435,0.036,0.415,0.484,0.282,1.587,0.028,0.032,0.617,0
2ANEd2anec,8.448,0.939,6.57,7.509,2.816,5.632,2.816,5.632,6.57,12.202,3.754,1.877,5.632,2.816,4.693,5.632,3.754,12.202,0,1.877,0.024,0.437,0.412,0.288,0.249,1.054,0.095,0.079,0.056,0.212,0.09,0.243,0.105,0.053,0.175,0.016,0.356,0.03,0.858,0.219,0.47,0.057,0.21,0.739,0.317,0.377,0.249,0.2,0.004,0.015,0
1SVZd1svzb2,5.97,1.706,7.675,5.97,6.822,7.675,1.706,3.411,6.822,5.117,0.853,4.264,3.411,5.117,2.558,6.822,12.792,5.97,2.558,5.117,0.619,0.119,0.329,0.027,0.23,0.484,0.672,0.834,0.317,0.21,0.092,0.225,0.22,0.22,0.602,0.488,0.385,0.604,0.236,0.366,0.115,0.081,0.107,0.519,0.798,0.808,0.045,0.255,0.398,0.84,0
1JZ7d1jz7d5,5.942,1.748,6.991,4.893,2.796,8.039,4.544,4.194,3.146,8.738,3.495,5.942,7.34,5.243,6.641,4.194,4.194,6.292,3.495,4.194,0.13,0.038,0.031,0.196,0.45,0.021,0.459,0.33,0.106,0.141,0.3,0.417,0.2,0.075,0.093,0.007,0.081,0.125,0.14,0.314,0.152,0.421,0.284,0.135,0.615,0.477,0.181,0.432,0.041,0.147,0
1WJVd1wjva2,0,13.326,13.326,6.663,3.332,13.326,3.332,6.663,13.326,3.332,0,0,0,3.332,0,9.995,0,3.332,3.332,6.663,0.374,0.434,1.1,0.872,0.402,0.233,1.297,2.159,0.159,1.165,0.183,0.477,0.788,0.409,1.333,3.009,2.507,0.807,0.012,1.525,0.785,1.273,0.534,1.378,1.679,1.572,1.155,0.127,1.201,0.238,0
1A1Od1a1oa2,9.053,1.132,6.79,7.922,2.829,7.356,1.698,4.527,2.263,7.356,1.698,3.395,4.527,6.224,11.317,5.658,6.224,2.829,2.829,6.79,0.607,0.323,0.167,0.063,0.354,0.254,0.765,0.683,0.148,0.358,0.194,0.431,0.091,0.288,0.034,0.145,0.261,0.501,0.625,0.119,0.201,0.099,0.601,0.104,0.631,0.305,0.291,0.026,0.133,0.033,0
1TWF5F,5.565,0,8.657,12.985,4.947,5.565,1.237,5.565,6.802,6.183,2.473,3.71,4.947,3.71,5.565,3.092,6.802,4.328,0.618,3.092,0.161,0.409,0.161,0.508,0.019,0.197,0.311,0.368,0.161,0.408,0.357,0.75,0.337,0.075,0.153,0.029,0.365,0.367,0.127,0.761,0.255,0.005,0.105,0.153,0.99,1.846,0.198,0.292,0.107,0.242,0
2MFNd2mfna1,6.304,0,4.203,4.203,2.101,7.354,4.203,8.405,0,4.203,0,5.253,9.456,3.152,7.354,10.506,8.405,8.405,1.051,2.101,0.229,0.373,0.189,0.196,0.003,0.018,0.601,0.648,0.05,0.302,0.142,0.43,0.417,0.005,0.632,0.026,0.182,0.136,0.548,0.052,0.897,0.27,0.677,1.11,0.997,0.136,0.661,0.021,0.197,0.412,0
1F2Qd1f2qa1,1.239,2.479,1.239,11.154,7.436,4.957,2.479,2.479,7.436,6.196,0,13.632,4.957,3.718,1.239,12.393,4.957,8.675,2.479,2.479,0.977,0.513,0.57,0.322,0.547,0.305,0.013,0.001,0.11,0.102,0.006,0.232,0.142,0.104,0.447,0.331,0.307,0.504,0.104,0.065,0.954,0.1,0.401,0.914,0.245,0.186,0.382,0.226,0.087,0.906,0
1ITX1A,11.881,0.914,7.083,2.513,2.97,9.139,0.914,5.026,5.94,5.94,0.457,7.997,4.341,2.97,2.285,5.255,6.397,5.026,3.199,5.483,0.265,0.491,0.987,0.224,0.1,0.174,0.196,0.003,1.089,0.261,0.12,0.187,0.229,0.224,0.414,0.145,0.128,0.109,0.179,0.069,0.156,0.088,0.149,0.124,0.244,0.081,0.343,0.29,0.313,0.051,0
1PJX1A,5.97,2.514,6.598,7.541,5.656,10.055,1.885,6.598,7.541,4.399,2.514,5.027,6.284,4.085,3.456,2.199,5.656,6.284,1.885,2.514,0.282,0.246,0.288,0.378,0.163,0.228,0.448,0.452,0.445,0.309,0.152,0.453,0.302,0.397,0.105,0.049,0.096,0.051,0.207,0.398,0.189,0.153,0.178,0.362,0.15,0.114,0.322,0.218,0.15,0.575,0
1NN71A,2.701,2.701,8.104,9.905,8.104,4.502,3.602,6.303,1.801,8.104,0,2.701,4.502,3.602,9.004,3.602,5.403,1.801,0.9,7.203,1.451,1.11,0.952,1.063,0.489,0.383,0.052,0.302,0.106,0.018,0.226,0.55,0.746,0.602,0.035,0.651,0.586,0.515,0.176,0.052,0.467,0.025,0.37,0.856,0.043,0.848,0.037,0.509,0.156,0.119,0
1OBJ1A,15.482,0.683,3.87,5.692,2.504,9.335,2.504,5.692,2.96,7.058,2.277,1.821,5.692,2.504,6.83,5.464,5.237,5.92,1.366,1.366,0.056,0.148,0.874,0.377,0.215,0.09,0.277,0.14,1.119,0.199,0.025,0.301,0.333,0.554,1.39,0.203,0.036,0.238,0.45,0.163,1.194,0.37,0.436,0.271,0.707,0.477,1.1,0.069,0.155,0.115,0
2GP81A,16.068,0,9.182,2.295,0,6.886,0,6.886,16.068,4.591,2.295,2.295,0,2.295,6.886,4.591,4.591,4.591,0,2.295,1.212,0.663,1.536,0.44,0.187,0.814,0.141,0.526,0.986,0.357,0.007,0.282,0.349,0.945,0.548,0.262,0.787,0.579,0.443,1.7,1.378,0.014,0.117,0.522,1.139,1.018,0.173,0.218,0.141,0.592,0
1K2D3P,3.874,0,0,0,0,23.246,7.749,0,0,0,0,0,3.874,7.749,11.623,23.246,3.874,0,0,3.874,0.28,0.198,3.89,0.076,0.102,0.137,0.499,0.253,2.755,0.62,0.342,0.242,0.186,0.145,0.247,0.621,0.83,0.539,0.952,0.711,1.02,0.305,0.358,1.002,0.454,0.245,1.046,1.104,1.142,0.138,0
1J0A1A,7.346,0,4.701,7.64,2.938,12.047,1.469,8.521,7.346,11.754,1.175,1.763,3.526,0.882,4.408,4.114,4.114,7.346,0.294,4.114,0.063,0.063,0.437,0.348,0.084,0.107,0.374,0.201,0.84,0.027,0.001,0.689,0.328,0.097,1.082,0.524,0.034,0.123,0.193,0.079,0.915,0.483,0.202,0.081,0.401,0.042,0.651,0.242,0.005,0.038,0
1Y591T,6.251,5.358,2.679,2.232,1.339,11.162,1.339,6.697,6.251,5.804,0.893,6.697,3.572,4.465,0.893,15.181,4.465,7.59,1.786,4.911,0.168,0.009,1.091,0.296,0.396,0.262,0.023,0.302,0.701,0.095,0.571,0.075,0.224,0.078,0.716,0.147,0.054,0.467,0.176,0.018,0.874,0.106,0.402,0.356,0.167,0.103,0.988,0.163,0.286,0.103,0
1TF5d1tf5a4,6.975,0,5.902,8.048,2.146,10.194,1.61,5.365,4.829,6.975,4.292,2.683,3.219,4.829,9.121,3.219,5.902,6.975,0,1.61,0.311,0.537,0.58,0.515,0.168,0.014,0.771,0.064,0.03,0.065,0.136,0.306,0.076,0.259,0.584,0.122,0.137,0.315,0.668,0.654,0.423,0.283,0.219,0.046,0.844,0.751,0.573,0.217,0.094,0.016,0
2AHOd2ahob2,2.365,0,5.913,5.913,2.365,5.913,0,7.095,11.826,8.278,1.183,2.365,2.365,2.365,7.095,10.643,2.365,14.191,2.365,4.73,0.47,0.163,0.55,0.014,0.105,0.714,0.424,0.469,0.186,0.093,0.064,0.629,0.26,0.87,0.107,0.184,0.337,0.379,0.096,0.663,0.207,0.433,0.052,0.16,1.367,1.042,0.43,0.1,0.361,0.688,0
1SY11A,11.393,2.071,9.321,3.107,3.625,5.179,1.554,1.554,10.875,8.286,0.518,6.732,1.554,1.554,1.036,5.696,6.732,7.25,0.518,6.732,0.151,0.325,1.157,0.109,0.302,0.325,0.098,0.253,0.296,0.295,0.298,0.282,0.127,0.313,0.076,0.09,0.21,0.384,0.204,0.175,0.553,0.013,0.582,0.297,0.271,0.147,1.107,0.335,0.055,0.261,0
1I8Y1A,6.45,12.9,6.45,0,3.225,6.45,3.225,3.225,0,3.225,0,0,9.675,0,0,12.9,9.675,3.225,3.225,6.45,0.078,0.339,1.006,1.215,1.201,0.457,0.401,0.032,0.252,0.15,1.27,0.408,0.228,0.231,1.165,2.666,0.306,0.501,0.037,0.187,1.543,0.132,0.607,0.648,0.483,0.479,1.039,1.001,0.609,0.589,0
1BUZ1A,4.173,1.669,5.842,6.677,3.338,7.512,2.504,8.346,6.677,13.354,3.338,1.669,0.835,5.842,4.173,8.346,4.173,7.512,0,0.835,0.486,0.571,1.03,0.296,0.336,0.14,0.113,0.152,0.373,0.106,0.013,0.088,0.356,0.309,0.07,0.032,0.222,0.346,0.091,0.564,0.564,0.523,0.423,0.223,0.1,0.274,0.192,0.126,0.299,0.057,0
1QCR7G,5.676,1.419,0,4.257,9.934,5.676,4.257,4.257,4.257,7.096,0,1.419,7.096,4.257,11.353,5.676,7.096,8.515,1.419,5.676,0.259,0.171,1.307,0.188,0.457,0.097,0.82,0.388,0.287,1.223,0.332,0.513,0.714,0.839,0.85,0.767,0.426,0.39,0.132,0.269,0.541,0.655,0.271,0.801,0.495,0.022,0.71,0.014,0.049,0.208,0
1KK3d1kk3a2,3.398,1.133,3.398,11.327,0,10.195,1.133,9.062,6.796,13.593,1.133,1.133,3.398,3.398,9.062,3.398,4.531,11.327,2.265,1.133,0.475,0.347,0.38,0.103,0.336,0.425,0.09,0.889,0.556,0.414,0.242,0.455,1.898,0.514,1.097,0.206,0.189,0.406,0.354,0.206,0.675,0.13,0.047,0.763,0.164,0.496,0.152,0.626,0.513,0.777,0
1ECR3A,9.088,0.649,4.544,6.167,2.597,2.597,5.518,5.193,6.167,12.658,0.649,4.869,5.518,7.141,7.79,3.57,3.895,7.465,1.623,2.597,0.275,0.329,0.323,0.2,0.177,0.07,0.61,0.166,0.321,0.039,0.129,0.424,0.21,0.001,0.133,0.001,0.152,0.197,0.199,0.288,0.232,0.063,0.217,0.162,0.372,0.245,0.094,0.422,0.122,0.155,0
1GSOd1gsoa1,11.82,2.955,7.88,5.91,1.97,12.806,3.94,3.94,3.94,6.895,1.97,0.985,1.97,1.97,6.895,0.985,5.91,9.85,1.97,2.955,0.34,0.445,0.81,0.639,0.104,0.344,0.758,0.512,0.352,0.493,0.029,0.345,0.19,0.662,0.261,0.657,0.419,0.327,0.174,0.027,1.026,0.131,0.005,0.239,0.023,0.337,1.512,0.203,0.397,0.318,0
1M3Kd1m3kd2,12.235,2.159,3.599,3.599,1.439,12.955,0.72,7.917,4.318,7.917,2.879,3.599,4.318,1.439,5.038,3.599,2.879,6.477,2.159,0,0.39,0.132,0.9,0.183,0.073,0.307,0.414,0.016,1.165,0.324,0.201,0.116,0.178,0.07,1.201,0.113,0.138,0.056,0.742,0.086,2.233,0.166,0.017,0.306,0.672,0.527,1.572,0.467,0.045,0.241,0
1Q0V1A,7.315,0,5.225,19.855,0,0,0,5.225,7.315,6.27,1.045,2.09,4.18,3.135,7.315,9.405,1.045,4.18,0,1.045,0.599,1.563,0.072,0.162,0.413,1.051,0.386,2.259,0.091,0.349,0.263,0.404,0.202,1.607,0.047,0.111,0.059,0.135,0.952,1.842,0.712,0.017,0.376,0.012,0.48,1.656,0.084,0.096,0.012,0.021,0
1BSA1A,7.371,0,8.292,2.764,3.686,9.214,1.843,6.45,7.371,6.45,0,5.528,2.764,3.686,5.528,8.292,8.292,4.607,2.764,6.45,0.504,0.224,0.155,0.134,0.792,0.507,0.794,0.596,0.288,0.159,0.272,0.458,0.847,0.345,0.164,0.545,0.045,0.278,0.269,0.555,1.061,0.106,0.255,0.474,0.539,0.534,0.388,0.009,0.087,0.688,0
2PRN1A,11.441,0,9.758,2.692,5.384,11.777,0,4.374,1.346,4.711,1.346,5.384,0.336,3.028,2.692,8.412,7.403,8.749,2.019,6.393,0.452,0.514,0.941,0.43,0.067,0.234,0.4,0.191,1.053,0.318,0.079,0.605,0.631,0.535,0.789,0.144,0.192,0.139,0.126,0.012,0.325,0.221,0.022,0.29,0.379,0.432,0.459,0.014,0.004,0.02,0
1OZ2d1oz2a3,8.557,1.902,7.607,6.656,4.754,5.705,6.656,4.754,4.754,5.705,0.951,1.902,10.459,0.951,5.705,7.607,2.852,6.656,4.754,1.902,0.546,0.35,0.021,0.279,0.234,0.365,0.57,0.278,0.559,0.052,0.353,0.545,0.816,0.146,0.198,0.005,0.487,0.06,0.481,0.532,0.363,0.196,0.242,0.459,0.468,0.183,0.491,0.044,0.295,0.225,0
1XCBd1r72c4,9.861,0.759,4.551,6.827,5.31,10.62,0.759,5.31,4.551,12.137,0.759,3.034,6.827,1.517,6.827,2.276,1.517,11.378,1.517,0.759,0.286,0.788,0.177,0.365,0.055,0.228,0.27,0.269,0.317,0.566,0.391,0.029,0.068,0.416,0.466,0.202,0.429,0.237,0.312,0.203,0.464,0.246,0.33,0.21,0.446,0.462,1.5,0.232,0.001,0.721,0
1Y142B,2.973,2.378,5.351,5.351,6.54,8.324,2.378,8.919,7.73,7.135,2.378,2.973,4.757,4.162,3.568,8.919,4.757,9.513,0,3.568,1.167,0.822,0.296,0.036,0.443,0.108,1.008,0.44,0.117,0.071,0.119,0.71,1.044,0.77,0.534,0.05,0.542,0.124,0.252,0.162,0.615,0.592,0.166,0.217,0.076,0.239,0.198,0.061,0.028,0.053,0
1B2I1A,2.284,6.852,5.71,6.852,2.284,5.71,3.426,3.426,7.994,4.568,2.284,6.852,7.994,2.284,5.71,7.994,5.71,0,3.426,3.426,0.098,0.253,0.627,0.798,0.824,1.06,0.237,0.281,0.503,0.649,0.03,0.143,0.789,0.93,0.17,0.874,0.052,0.927,0.847,0.06,0.246,0.601,0.012,0.806,0.464,0.483,0.468,0.395,0.466,0.35,0
1Z7Z11,6.726,1.345,4.036,5.381,4.372,5.717,2.018,5.717,2.69,4.372,2.018,5.044,6.39,2.69,6.053,10.089,7.399,7.735,1.345,5.044,0.365,0.153,0.146,0.047,0.337,0.348,0.116,0.042,0.754,0.087,0.196,0.09,0.004,0.075,0.593,0.451,0.298,0.379,0.195,0.104,0.426,0.082,0.031,0.215,0.121,0.145,0.368,0.069,0.122,0.265,0
1QL91A,6.565,5.252,5.252,3.939,1.751,10.067,1.751,5.69,3.501,7.878,0.875,7.878,5.252,4.815,1.751,7.441,3.501,8.754,1.751,3.939,0.364,0.241,0.613,0.214,0.344,0.692,0.058,0.192,0.846,0.253,0.171,0.144,0.075,0.231,0.828,0.167,0.643,0.089,0.319,0.046,0.749,0.167,0.013,0.237,0.228,0.193,0.624,0.266,0.604,0.248,0
1HNF1A,2.702,2.162,8.107,7.026,3.243,3.783,1.621,7.567,16.214,7.567,1.081,4.324,2.702,3.783,1.621,7.026,9.188,4.324,2.162,2.162,0.942,0.215,0.267,0.049,0.051,0.125,0.067,0.654,0.139,0.323,0.336,0.21,0.274,0.636,0.024,0.091,0.042,0.603,0.185,0.097,0.281,0.03,0.443,0.631,0.464,0.802,0.261,0.193,0.098,0.627,0
1FNDd1fnda2,6.464,0.588,5.289,8.815,5.289,5.876,0.588,4.701,9.99,8.227,6.464,3.526,2.938,2.938,2.938,3.526,4.114,4.114,2.938,4.701,0.296,0.405,0.357,0.654,0.083,0.817,0.268,0.025,0.792,0.471,0.025,0.212,0.367,0.886,0.141,0.252,0.101,0.439,0.331,0.087,0.412,0.21,0.056,0.178,0.16,0.296,0.145,0.106,0.298,0.15,0
5GDS3I,26.907,0,6.727,13.454,0,10.09,3.363,3.363,0,0,0,0,6.727,0,0,3.363,3.363,3.363,0,6.727,0.188,0.307,2.71,0.414,1.043,1.017,0.019,0.409,2.179,0.657,0.296,0.746,0.377,0.353,0.714,0.335,0.061,0.876,0.679,0.217,0.653,0.054,0.369,0.163,0.397,0.432,1.78,0.533,0.568,0.956,0
1X2P1A,9.757,2.788,4.181,6.969,2.788,13.938,2.788,5.575,2.788,5.575,0,1.394,2.788,2.788,4.181,11.151,5.575,2.788,4.181,2.788,0.248,0.776,1.677,0.372,0.811,0.327,0.668,0.565,0.126,0.467,0.644,0.048,0.273,0.741,0.929,0.293,0.009,0.479,1.516,1.619,1.272,0.59,0.454,0.531,0.23,0.026,0.805,0.193,0.968,0.698,0
1QY61A,6.001,0,8.119,4.942,3.177,7.766,2.471,5.295,4.589,2.824,1.059,16.591,9.531,3.53,0.706,3.53,7.06,6.354,0.706,2.471,0.308,0.255,0.58,0.253,0.588,0.128,0.215,0.038,0.395,0.284,0.294,0.726,0.222,0.091,0.673,0.596,1.053,0.581,0.016,0.026,0.327,0.155,0.64,0.723,0.131,0.28,0.622,0.485,0.716,0.149,0
1E083E,14.958,2.493,6.232,6.232,0,13.711,1.246,1.246,14.958,6.232,6.232,1.246,1.246,1.246,1.246,7.479,1.246,2.493,0,7.479,0.084,0.427,0.825,0.045,0.169,0.656,0.883,0.878,0.662,0.354,0.059,0.134,0.188,0.45,1.645,0.489,0.022,0.105,0.204,0.851,0.877,0.563,0.771,1.224,0.227,0.232,0.96,0.527,0.372,0.774,0
1KFId1kfib1,5.343,0.486,4.372,6.8,5.343,8.743,3.4,7.286,7.286,5.343,0.486,5.343,4.857,4.857,4.372,4.857,6.8,8.258,0,4.372,0.524,0.22,0.724,0.245,0.135,0.038,0.385,0.014,0.047,0.217,0.062,0.228,0.007,0.065,0.587,0.303,0.217,0.048,0.244,0.253,0.262,0.15,0.343,0.247,0.17,0.376,0.291,0.391,0.229,0.276,0
1MO91A,8.536,1.138,5.311,7.019,4.173,10.243,2.656,4.932,5.122,8.726,3.414,5.122,4.363,2.466,4.932,3.604,4.932,8.536,0.759,3.225,0.193,0.044,0.531,0.363,0.085,0.089,0.269,0.133,0.378,0.073,0.188,0.119,0.033,0.053,0.422,0.167,0.097,0.024,0.27,0.172,0.588,0.072,0.249,0.342,0.281,0.192,0.443,0.087,0.109,0.043,0
1GBK1A,11.708,2.81,0.937,1.873,2.81,14.987,0.468,3.747,0.937,4.683,0.468,6.088,1.873,4.215,5.62,9.367,8.43,8.898,0.937,1.873,0.312,0.014,1.195,0.255,0.31,0.172,0.232,0.301,1.52,0.177,0.064,0.23,0.099,0.169,1.316,0.336,0.466,0.023,0.109,0.06,2.601,0.409,0.436,0.144,0.33,0.172,1.678,0.445,0.271,0.02,0
1DSZ4B,3.314,9.943,5.524,4.419,3.314,8.838,2.21,3.314,9.943,3.314,2.21,2.21,0,5.524,12.153,4.419,4.419,3.314,0,5.524,2.182,1.651,0.14,0.289,0.263,0.135,0.698,0.042,0.229,0.107,0.123,0.374,0.018,0.021,0.564,0.523,0.483,0.492,0.561,0.726,0.434,0.348,0.865,0.261,0.218,0.306,0.267,0.852,0.572,0.556,0
1AYZ1A,5.789,0.482,12.542,5.789,3.377,1.93,1.447,2.894,4.341,5.306,3.377,4.341,7.236,1.447,3.859,4.824,3.859,4.824,1.447,2.412,0.313,1.079,0.528,0.572,0.026,1.443,0.035,0.526,0.295,0.705,0.357,1.104,0.508,1.031,0.332,0.506,0.48,1.191,1.167,2.168,0.537,0.729,0.083,0.573,0.141,0.904,0.393,0.132,0.035,0.707,0
1ABRd1abrb2,3.124,3.124,7.81,0.781,2.343,7.029,0.781,5.467,6.248,7.81,3.905,7.029,3.124,7.029,1.562,12.496,6.248,4.686,4.686,3.905,0.552,0.613,0.18,0.406,0.313,0.275,0.182,0.418,0.224,0.211,0.255,0.013,0.246,0.271,0.405,0.807,0.002,0.199,0.018,0.048,0.152,0.054,0.756,0.286,0.168,0.601,0.501,0.016,1.045,0.2,0
1XQI1A,8.131,0,5.082,9.656,3.557,6.098,1.525,8.131,7.115,8.639,2.541,2.541,6.606,1.525,6.606,6.606,2.541,9.147,1.016,2.033,0.641,0.048,0.585,0.484,0.192,0.499,1.271,0.565,0.342,0.105,0.076,0.027,0.033,0.121,0.654,0.308,0.175,0.341,0.337,0.609,0.255,0.396,0.101,0.011,0.741,0.622,0.005,0.018,0.352,0.054,0
1KCZ1A,9.898,1.69,7.967,7.001,3.38,9.174,1.69,7.001,6.76,6.518,4.104,4.345,3.138,2.897,5.553,1.448,5.311,8.45,0.483,2.897,0.218,0.064,0.352,0.146,0.2,0.013,0.285,0.158,0.552,0.355,0.058,0.192,0.068,0.043,0.422,0.028,0.06,0.242,0.008,0.014,0.476,0.03,0.172,0.057,0.193,0.329,0.583,0.087,0.035,0.158,0
3CAA1A,7.717,0.286,6.288,6.86,5.716,3.716,2.287,4.573,6.86,13.719,2.858,3.716,2.572,3.716,3.43,7.717,6.574,5.431,0.857,2.572,0.157,0.078,0.354,0.237,0.074,0.166,0.29,0.386,0.346,0.14,0.078,0.059,0.079,0.173,0.188,0.17,0.109,0.104,0.234,0.203,0.065,0.346,0.053,0.193,0.025,0.087,0.427,0.48,0.142,0.163,0
2BJW1A,8.423,1.149,5.743,9.571,4.594,6.891,1.914,4.977,3.063,13.782,2.68,4.211,6.126,3.063,8.423,4.211,3.446,5.743,0.766,2.68,0.047,0.133,0.515,0.213,0.07,0.903,0.396,0.554,0.51,0.056,0.303,0.472,0.408,0.044,0.252,0.14,0.119,0.308,0.07,0.022,0.2,0.019,0.049,0.126,0.162,0.353,0.541,0.33,0.133,0.144,0
1Z7Q5E,9.795,1.13,5.274,12.432,3.014,7.158,2.26,5.651,5.651,10.548,2.26,2.637,1.884,2.637,4.144,8.288,4.897,4.897,0.377,3.014,0.226,0.192,0.498,0.086,0.025,0.339,0.516,0.048,0.856,0.082,0.161,0.065,0.021,0.305,0.69,0.452,0.154,0.432,0.088,0.316,0.327,0.047,0.069,0.234,0.503,0.132,0.371,0.026,0.149,0.234,0
1BKBd1bkba2,6.104,0,6.104,10.681,1.526,6.104,0,12.207,9.156,6.104,4.578,0,3.052,4.578,6.104,3.052,3.052,10.681,1.526,4.578,1.743,1.15,0.315,0.22,0.219,0.5,0.223,0.184,0.956,0.197,0.228,0.813,0.48,1.25,0.126,0.784,0.489,0.282,0.841,1.147,0.3,0.082,0.292,0.83,0.576,0.082,0.634,0.22,0.159,0.398,0
1TQB1A,0.971,1.941,4.853,6.795,2.912,5.824,2.912,4.853,2.912,2.912,4.853,7.765,2.912,7.765,6.795,3.883,8.736,8.736,0,10.677,0.16,0.037,0.474,0.025,0.138,1.148,0.778,0.791,0.49,0.02,0.073,0.052,0.218,0.351,0.351,0.074,0.093,0.449,1.257,0.719,0.197,0.251,0.235,1,0.041,0.1,0.858,0.077,0.117,0.552,0
1YCB1A,8.952,0,5.116,8.952,4.476,9.592,5.755,3.837,12.149,11.51,1.918,1.918,2.558,4.476,1.279,4.476,3.837,4.476,1.279,1.279,0.613,0.573,0.054,0.008,0.274,0.461,0.182,0.098,0.435,0.072,0.05,0.27,0.129,0.821,0.576,0.007,0.38,0.26,0.322,0.781,0.579,0.505,0.046,0.827,0.432,0.478,0.142,0.086,0.321,0.252,0
2FTC14N,3.248,0,5.413,7.578,1.083,10.826,2.165,7.578,6.496,5.413,3.248,2.165,4.33,4.33,11.909,3.248,7.578,11.909,2.165,3.248,0.681,0.811,0.746,0.018,0.203,0.342,0.215,0.309,0.055,0.064,0.2,0.2,0.343,1.322,0.666,0.428,0.021,0.266,0.775,0.296,0.407,0.075,0.25,0.124,1.659,0.489,1.471,0.393,0.054,0.431,0
1WEI1A,10.941,2.188,3.063,4.376,3.501,7.002,1.751,2.626,6.564,10.066,2.626,3.501,6.127,5.252,4.376,5.252,5.252,7.44,3.063,3.501,0.2,0.035,0.162,0.419,0.265,0.142,0.393,0.681,0.396,0.095,0.273,0.298,0.232,0.12,0.504,0.394,0.06,0.106,0.284,0.291,0.306,0.258,0.215,0,0.455,0.39,0.768,0.281,0.116,0.457,0
1ZVPd1zvpc2,16.177,0,1.471,5.882,5.882,5.882,5.882,5.882,4.412,11.765,0,1.471,0,5.882,0,5.882,5.882,5.882,0,2.941,0.669,0.372,0.51,1.199,0.307,0.66,0.257,0.119,0.32,0.681,0.093,0.319,0.213,0.013,1.67,0.046,0.064,0.145,0.661,0.052,1.062,0.321,0.231,0.126,0.203,0.14,0.929,0.353,0.242,0.294,0
2MFN1A,6.38,0,4.253,4.253,1.595,7.443,2.127,8.506,2.127,4.253,0,4.785,9.57,2.127,5.848,11.165,10.101,7.975,1.063,4.253,0.277,0.16,0.738,0.257,0.064,0.012,0.344,0.448,0.724,0.003,0.211,0.298,0.13,0.062,0.755,0.146,0,0.056,0.621,0.007,0.567,0.141,0.57,0.642,0.331,0.148,0.717,0.088,0.212,0.072,0
1WH5d1wh5a1,6.988,1.398,2.795,8.385,2.795,6.988,4.193,5.59,6.988,5.59,1.398,2.795,1.398,8.385,12.578,2.795,4.193,5.59,2.795,0,0.899,0.702,1.203,0.256,0.438,0.924,0.242,0.488,0.247,0.288,0.205,1.476,0.777,0.604,0.326,0.26,0.01,0.73,1.495,1.226,0.54,0.175,0.657,0.119,1.822,0.479,0.858,0.198,0.377,0.822,0
1XCQ4L,13.495,0,3.681,13.495,6.134,8.588,2.454,6.134,12.269,3.681,2.454,6.134,2.454,1.227,1.227,0,7.361,3.681,1.227,2.454,1.753,0.415,0.48,0.068,0.555,0.035,1.332,0.991,1.107,0.745,0.008,0.797,1.343,0.386,1.295,0.075,0.247,0.244,0.622,1.643,1.125,0.889,0.093,0.329,0.28,0.185,0.789,0.083,0.513,0.388,0
2A5K1A,5.846,3.897,5.521,2.923,5.196,8.444,2.598,3.897,3.572,9.743,3.248,6.17,4.222,4.547,3.897,5.196,8.444,7.794,0.974,3.572,0.438,0.314,0.754,0.095,0.361,0.158,0.104,0.141,0.311,0.192,0.191,0.011,0.461,0.563,0.297,0.192,0.15,0.142,0.121,0.141,0.553,0.451,0.096,0.219,0.398,0.362,0.469,0.189,0.186,0.165,0
1QG0d1qg0b1,2.801,2.801,6.302,6.302,2.801,10.503,2.101,5.602,11.203,6.302,2.101,4.201,6.302,1.4,2.801,7.002,4.901,9.803,0.7,2.801,0.173,0.267,0.358,0.257,0.13,0.069,0.417,0.098,0.977,0.792,0.23,0.011,0.387,0.228,0.815,0.171,0.2,0.017,0.077,0.2,0.278,0.011,0.125,0.151,0.312,0.133,0.484,0.529,0.061,0.4,0
5PEP1A,4.871,1.719,8.024,3.725,4.012,10.029,0.287,7.164,0.287,7.45,1.146,3.725,4.298,3.725,0.573,12.608,7.45,6.304,1.433,4.585,0.366,0.147,1.174,0.135,0.283,0.447,0.16,0.111,0.88,0.015,0.114,0.386,0.023,0.207,0.774,0.103,0.023,0.456,0.284,0.199,0.916,0.048,0.163,0.329,0.03,0.149,0.943,0.132,0.106,0.233,0
1FRM1A,6.673,7.507,9.175,10.844,4.171,2.502,1.668,5.005,5.005,5.839,0.834,3.336,7.507,3.336,0.834,0.834,2.502,7.507,1.668,1.668,0.123,0.198,0.011,0,0.83,0.512,0.12,0.423,0.074,0.164,1.455,0.441,0.087,0.601,0.12,1.211,1.679,0.986,0.266,0.326,0.142,0.081,1.415,0.799,0.197,0.01,0.239,0.198,1.37,0.459,0
